Word,MorphStatus,Lang,ImmSA,ImmAllo,FlatClass,FlatSA,Flat,Class,SylCnt,StrsPat
crop spraying,C,,SF,N,NV,SF,crop[N]+spraying[V][N],N,3,1xx
crop up,C,,SS,N,NB,SS,crop[N][V]+up[B][V],V,2,x1
croquet,U,,,,,,,N,2,1x
croquette,R,,,,,,,N,2,x1
crore,Z,,S,N,Q,S,crore[Q][N],N,1,1
crore,M,,S,N,Q,S,crore[Q],NUM,1,1
crosier,C,,SA,N,Nx,SA,cross[N]+ier[N|N.][N],N,2,1x
cross,M,,S,N,N,S,cross[N],N,1,1
cross,Z,,S,N,N,S,cross[N][V],V,1,1
cross,M,,S,N,A,S,cross[A],A,1,1
Cross,I,,,,,,,N,1,1
crossbar,C,,AS,N,xN,AS,cross[N|.N]+bar[N][N],N,2,1x
crossbeam,C,,AS,N,xN,AS,cross[N|.N]+beam[N][N],N,2,1x
crossbencher,C,,SA,N,NNx,SFA,cross[N]+benches[N][N]+er[N|N.][N],N,3,1xx
crossbenches,C,,SF,N,NN,SF,cross[N]+benches[N][N],N,3,1xx
crossbones,C,,AF,N,xN,AF,cross[N|.N]+bones[N][N],N,2,1x
crossbow,C,,SS,N,NV,SS,cross[N]+bow[V][N][N],N,2,1x
crossbred,Z,,F,N,V,F,crossbred[V][A],A,2,1x
crossbred,Z,,S,N,V,F,crossbred[V][A][N],N,2,1x
crossbreed,Z,,S,N,xV,AS,cross[V|.V]+breed[V][V][N],N,2,1x
crossbreed,C,,AS,N,xV,AS,cross[V|.V]+breed[V][V],V,2,1x
crosscheck,Z,,S,N,xV,AS,cross[V|.V]+check[V][V][N],N,2,1x
crosscheck,C,,AS,N,xV,AS,cross[V|.V]+check[V][V],V,2,x1
crosscountry,Z,,S,N,xN,AS,cross[A|.N]+country[N][A][B],ADV,3,x1x
crosscountry,C,,AS,N,xN,AS,cross[A|.N]+country[N][A],A,3,x1x
cross-country,Z,,S,N,xN,AS,cross[A|.N]+country[N][A][N],N,3,x1x
crosscurrent,C,,AS,N,xA,AS,cross[N|.N]+current[A][N][N],N,3,1xx
crosscut,C,,AS,N,xV,AS,cross[N|.N]+cut[V][N][N],N,2,1x
crosscut,C,,AS,N,xV,AS,cross[A|.V]+cut[V][A],A,2,1x
crosscut saw,C,,SS,N,xVN,ASS,cross[A|.V]+cut[V][A]+saw[N][N],N,3,xx1
cross-division,C,,AS,N,xVx,ASA,cross[N|.N]+divide[V]+ion[N|V.][N][N],N,4,xx1x
crosse,M,,S,N,N,S,crosse[N],N,1,1
cross-examination,C,,SA,N,xVx,ASA,cross[V|.V]+examine[V][V]+ation[N|V.][N],N,6,xxxx1x
cross-examine,C,,AS,N,xV,AS,cross[V|.V]+examine[V][V],V,4,xx1x
cross-examiner,C,,SA,N,xVx,ASA,cross[V|.V]+examine[V][V]+er[N|V.][N],N,5,xx1xx
crosseyed,C,,ASA,N,xNx,ASA,cross[A|.Nx]+eye[N]+ed[A|xN.][A],A,2,1x
cross-fertilization,C,,SA,N,xAxx,ASAA,cross[V|.V]+fertile[A]+ize[V|A.][V][V]+ation[N|V.][N],N,6,xxxx1x
cross-fertilize,C,,AS,N,xAx,ASA,cross[V|.V]+fertile[A]+ize[V|A.][V][V],V,4,x1xx
crossfire,C,,AS,N,xN,AS,cross[N|.N]+fire[N][N],N,3,1xx
cross-grained,C,,ASA,N,xNx,ASA,cross[A|.Nx]+grain[N]+ed[A|xN.][A],A,2,x1
cross-hatching,C,,AF,N,xV,AF,cross[N|.V]+hatching[V][N],N,3,1xx
cross-heading,C,,AS,N,xV,AF,cross[N|.N]+heading[V][N][N],N,3,1xx
cross-index,Z,,S,N,xN,AS,cross[N|.N]+index[N][N][V],V,3,x1x
cross-index,C,,AS,N,xN,AS,cross[N|.N]+index[N][N],N,3,x1x
crossing,Z,,F,N,V,F,crossing[V][N],N,2,1x
crosskeys,C,,AF,N,xN,AF,cross[N|.N]+keys[N][N],N,2,x1
cross-legged,Z,,S,N,xNx,ASA,cross[A|.Nx]+leg[N]+ed[A|xN.][A][B],ADV,2,x1
cross-legged,C,,ASA,N,xNx,ASA,cross[A|.Nx]+leg[N]+ed[A|xN.][A],A,2,x1
crossly,C,,SA,N,Ax,SA,cross[A]+ly[B|A.][B],ADV,2,1x
crossness,C,,SA,N,Ax,SA,cross[A]+ness[N|A.][N],N,2,1x
cross off,C,,SS,N,NB,SS,cross[N][V]+off[B][V],V,2,x1
cross off,C,,SS,N,NP,SS,cross[N][V]+off[P][V],V,2,1x
cross out,C,,SS,N,NB,SS,cross[N][V]+out[B][V],V,2,x1
crossover,C,,SS,N,NP,SS,cross[N][V]+over[P][N],N,3,1xx
crosspatch,C,,SS,N,AN,SS,cross[A]+patch[N][N],N,2,1x
crosspiece,C,,AS,N,xN,AS,cross[N|.N]+piece[N][N],N,2,1x
crossply,C,,AS,N,xN,AS,cross[A|.N]+ply[N][A],A,2,1x
cross-pollinate,C,,AS,N,xNx,ASA,cross[V|.V]+pollen[N]+ate[V|N.][V][V],V,4,x1xx
cross-pollination,C,,SA,N,xNxx,ASAA,cross[V|.V]+pollen[N]+ate[V|N.][V][V]+ion[N|V.][N],N,5,xxx1x
cross-purposes,C,,AF,N,xN,AF,cross[N|.N]+purposes[N][N],N,4,x1xx
cross-question,C,,AS,N,xNx,ASA,cross[V|.V]+quest[N][V]+ion[N|V.][N][V][V],V,3,x1x
cross-questioner,C,,SA,N,xNxx,ASAA,cross[V|.V]+quest[N][V]+ion[N|V.][N][V][V]+er[N|V.][N],N,4,x1xx
cross-refer,C,,AS,N,xV,AS,cross[V|.V]+refer to[V][V],V,3,xx1
cross-reference,C,,AS,N,xVx,ASA,cross[N|.N]+refer to[V]+ence[N|V.][N][N],N,4,x1xx
crossroad,C,,AS,N,xN,AS,cross[N|.N]+road[N][N],N,2,1x
crossroads,Z,,F,N,N,F,crossroads[N][N],N,2,1x
cross-section,C,,AS,N,xN,AS,cross[N|.N]+section[N][N],N,3,x1x
cross-stitch,C,,SS,N,NV,SS,cross[N]+stitch[V][N][N],N,2,1x
cross-talk,C,,AS,N,xV,AS,cross[N|.N]+talk[V][N][N],N,2,1x
crosstree,C,,AS,N,xN,AS,cross[N|.N]+tree[N][N],N,2,1x
crosswalk,C,A,AS,N,xV,AS,cross[N|.N]+walk[V][N][N],N,2,1x
crosswind,C,,AS,N,xN,AS,cross[N|.N]+wind[N][N],N,2,1x
crosswise,Z,,S,N,Nx,SA,cross[N]+wise[A|N.][A][B],ADV,2,1x
crosswise,C,,SA,N,Nx,SA,cross[N]+wise[A|N.][A],A,2,1x
crossword,C,,AS,N,xN,AS,cross[N|.N]+word[N][N],N,2,1x
crossword puzzle,C,,SS,N,xNV,ASS,cross[N|.N]+word[N][N]+puzzle[V][N][N],N,4,1xxx
crotch,M,,S,N,N,S,crotch[N],N,1,1
crotchet,R,,,,,,,N,2,1x
crotchety,C,,SA,N,Nx,SA,crotchet[N]+y[A|N.][A],A,3,1xx
crouch,Z,,S,N,V,S,crouch[V][N],N,1,1
crouch,M,,S,N,V,S,crouch[V],V,1,1
croup,M,,S,N,N,S,croup[N],N,1,1
croupier,O,,,,,,,N,2,1x
croupy,C,,SA,N,Nx,SA,croup[N]+y[A|N.][A],A,2,1x
crouton,U,,,,,,,N,2,1x
crow,Z,,S,N,V,S,crow[V][N],N,1,1
crow,M,,S,N,V,S,crow[V],V,1,1
crow,M,,S,N,N,S,crow[N],N,1,1
crowbar,C,,SS,N,NN,SS,crow[N]+bar[N][N],N,2,1x
crowd,M,,S,N,N,S,crowd[N],N,1,1
crowd,Z,,S,N,N,S,crowd[N][V],V,1,1
crowded,Z,,F,N,V,F,crowded[V][A],A,2,1x
crowdedness,C,,SA,N,Vx,FA,crowded[V][A]+ness[N|A.][N],N,3,1xx
crowd out,C,,SS,N,NB,SS,crowd[N][V]+out[B][V],V,2,x1
crowfoot,C,,SS,N,VN,SS,crow[V][N]+foot[N][N],N,2,1x
crown,M,,S,N,N,S,crown[N],N,1,1
crown,Z,,S,N,N,S,crown[N][V],V,1,1
crown cap,C,,SS,N,NN,SS,crown[N]+cap[N][N],N,2,x1
crown colony,C,,SS,N,NN,SS,crown[N]+colony[N][N],N,4,x1xx
crown court,C,,SS,N,NN,SS,crown[N]+court[N][N],N,2,x1
crowned head,C,,FS,N,VN,FS,crowned[V]+head[N][N],N,2,x1
crowning,Z,,F,N,V,F,crowning[V][A],A,2,1x
crown jewels,C,,SF,N,NN,SF,crown[N]+jewels[N][N],N,3,x1x
crown-land,C,,SS,N,NN,SS,crown[N]+land[N][N],N,2,x1
crown prince,C,,SS,N,NN,SS,crown[N]+prince[N][N],N,2,x1
crown princess,C,,SS,N,NNx,SSA,crown[N]+prince[N]+ess[N|N.][N][N],N,3,x1x
crow over,C,,SS,N,VP,SS,crow[V]+over[P][V],V,3,1xx
crow's foot,C,,SAS,N,VxN,SAS,crow[V][N]+s[N|N.N]+foot[N][N],N,2,1x
crow's-nest,C,,SAS,N,VxN,SAS,crow[V][N]+s[N|N.N]+nest[N][N],N,2,1x
crucial,C,,SA,N,Nx,SA,crux[N]+ial[A|N.][A],A,2,1x
crucially,C,,SA,N,Nxx,SAA,crux[N]+ial[A|N.][A]+ly[B|A.][B],ADV,3,1xx
crucible,O,,,,,,,N,3,1xx
crucifix,R,,,,,,,N,3,1xx
crucifixion,C,,SA,N,Vx,SA,crucify[V]+ion[N|V.][N],N,4,xx1x
Crucifixion,I,,,,,,,N,4,xx1x
cruciform,O,,,,,,,A,3,1xx
crucify,O,,,,,,,V,3,1xx
crude,M,,S,N,A,S,crude[A],A,1,1
crude,C,,S,C,AN,SS,crude[A]+oil[N][N][N],N,1,1
crudely,C,,SA,N,Ax,SA,crude[A]+ly[B|A.][B],ADV,2,1x
crude oil,C,,SS,N,AN,SS,crude[A]+oil[N][N],N,2,1x
crudity,C,,SA,N,Ax,SA,crude[A]+ity[N|A.][N],N,3,1xx
cruel,M,,S,N,A,S,cruel[A],A,1,1
cruelly,C,,SA,N,Ax,SA,cruel[A]+ly[B|A.][B],ADV,2,1x
cruelness,C,,SA,N,Ax,SA,cruel[A]+ness[N|A.][N],N,2,1x
cruelty,C,,SA,N,Ax,SA,cruel[A]+ty[N|A.][N],N,2,1x
cruet,M,,S,N,N,S,cruet[N],N,2,1x
cruet-stand,C,,SS,N,NV,SS,cruet[N]+stand[V][N][N],N,3,1xx
cruise,Z,,S,N,V,S,cruise[V][N],N,1,1
cruise,M,,S,N,V,S,cruise[V],V,1,1
cruiser,C,,SA,N,Vx,SA,cruise[V]+er[N|V.][N],N,2,1x
crumb,M,,S,N,N,S,crumb[N],N,1,1
crumble,M,,S,N,V,S,crumble[V],V,2,1x
crumble,Z,,S,N,V,S,crumble[V][N],N,2,1x
crumbly,C,,SA,N,Vx,SA,crumble[V]+y[A|V.][A],A,2,1x
crummy,R,,,,,,,A,2,1x
crumpet,M,,S,N,N,S,crumpet[N],N,2,1x
crumple,M,,S,N,V,S,crumple[V],V,2,1x
crunch,Z,,S,N,V,S,crunch[V][N],N,1,1
crunch,M,,S,N,V,S,crunch[V],V,1,1
crunchy,C,,SA,N,Vx,SA,crunch[V]+y[A|V.][A],A,2,1x
crupper,R,,,,,,,N,2,1x
crusade,R,,,,,,,N,2,x1
crusade,Z,,S,N,N,S,crusade[N][V],V,2,x1
crusader,C,,SA,N,Nx,SA,crusade[N][V]+er[N|V.][N],N,3,x1x
cruse,M,,S,N,N,S,cruse[N],N,1,1
crush,Z,,S,N,V,S,crush[V][N],N,1,1
crush,M,,S,N,V,S,crush[V],V,1,1
crush barrier,C,,SS,N,VN,SS,crush[V][N]+barrier[N][N],N,3,1xx
crushing,Z,,F,N,V,F,crushing[V][A],A,2,1x
crushingly,C,,SA,N,Vx,FA,crushing[V][A]+ly[B|A.][B],ADV,3,1xx
crust,M,,S,N,N,S,crust[N],N,1,1
crustacean,O,,,,,,,N,3,x1x
crustacean,O,,,,,,,A,3,x1x
crusted,C,,SA,N,Nx,SA,crust[N]+ed[A|N.][A],A,2,1x
crustily,C,,SA,N,Nxx,SAA,crust[N]+y[A|N.][A]+ly[B|A.][B],ADV,3,1xx
crustiness,C,,SA,N,Nxx,SAA,crust[N]+y[A|N.][A]+ness[N|A.][N],N,3,1xx
crust over,C,,SS,N,NP,SS,crust[N]+over[P][B][V],V,3,x1x
crusty,C,,SA,N,Nx,SA,crust[N]+y[A|N.][A],A,2,1x
crutch,M,,S,N,N,S,crutch[N],N,1,1
crux,M,,S,N,N,S,crux[N],N,1,1
cruzeiro,U,,,,,,,N,3,x1x
cry,Z,,S,N,V,S,cry[V][N],N,1,1
cry,M,,S,N,V,S,cry[V],V,1,1
crybaby,C,,SS,N,VN,SS,cry[V]+baby[N][N],N,3,1xx
cry down,C,,SS,N,VB,SS,cry[V]+down[B][V],V,2,x1
crying,Z,,F,N,V,F,crying[V][A],A,2,1x
cry off,C,,SS,N,VB,SS,cry[V]+off[B][V],V,2,x1
cry out against,I,,,,,,,V,4,x1xx
cry out for,I,,,,,,,V,3,x1x
crypt,M,,S,N,N,S,crypt[N],N,1,1
cryptic,C,,SA,N,Nx,SA,crypt[N]+ic[A|N.][A],A,2,1x
cryptical,C,,SA,N,Nx,SA,crypt[N]+ical[A|N.][A],A,3,1xx
cryptically,C,,SA,N,Nxx,SAA,crypt[N]+ic[A|N.][A]+ally[B|A.][B],ADV,4,1xxx
cryptogram,C,,AA,N,xx,AA,crypto[N|.x]+gram[N|x.][N],N,3,1xx
cryptographer,C,,SA,N,xxx,AAA,crypto[N|.x]+graphy[N|x.][N]+er[N|N.][N],N,4,x1xx
cryptographic,C,,SA,N,xxx,AAA,crypto[N|.x]+graphy[N|x.][N]+ic[A|N.][A],A,4,xx1x
cryptographically,C,,SA,N,xxxx,AAAA,crypto[N|.x]+graphy[N|x.][N]+ic[A|N.][A]+ally[B|A.][B],ADV,6,xx1xxx
cryptography,C,,AA,N,xx,AA,crypto[N|.x]+graphy[N|x.][N],N,4,x1xx
crystal,M,,S,N,N,S,crystal[N],N,2,1x
crystal gazer,C,,SS,N,NVx,SSA,crystal[N]+gaze[V]+er[N|V.][N][N],N,4,1xxx
crystal-gazing,C,,SF,N,NV,SF,crystal[N]+gazing[V][N],N,4,1xxx
crystalline,C,,SA,N,Nx,SA,crystal[N]+ine[A|N.][A],A,3,1xx
crystallization,C,,SA,N,Nxx,SAA,crystal[N]+ize[V|N.][V]+ation[N|V.][N],N,5,xxx1x
crystallize,C,,SA,N,Nx,SA,crystal[N]+ize[V|N.][V],V,3,1xx
crystal set,C,,SS,N,NN,SS,crystal[N]+set[N][N],N,3,1xx
cry up,C,,SS,N,VB,SS,cry[V]+up[B][V],V,2,x1
cu.,I,,,,,,,,2,1x
cub,M,,S,N,N,S,cub[N],N,1,1
Cuba,I,,,,,,,N,2,1x
Cuban,Z,,S,N,Nx,SA,Cuba[N]+an[A|N.][A][N],N,2,1x
Cuban,C,,SA,N,Nx,SA,Cuba[N]+an[A|N.][A],A,2,1x
cubbyhole,O,,,,,,,N,3,1xx
cube,M,,S,N,N,S,cube[N],N,1,1
cube,Z,,S,N,N,S,cube[N][V],V,1,1
cube root,C,,SS,N,NN,SS,cube[N]+root[N][N],N,2,x1
cubic,C,,SA,N,Nx,SA,cube[N]+ic[A|N.][A],A,2,1x
cubical,C,,SA,N,Nx,SA,cube[N]+ical[A|N.][A],A,3,1xx
cubicle,M,,S,N,N,S,cubicle[N],N,3,1xx
cubism,C,,SA,N,Nx,SA,cube[N]+ism[N|N.][N],N,3,1xx
cubist,C,,SA,N,Nxx,SAA,cube[N]+ism[N|N.][N]+ist[N|N.][N],N,2,1x
cubit,M,,S,N,N,S,cubit[N],N,2,1x
cub reporter,C,,SS,N,NVx,SSA,cub[N]+report[V]+er[N|V.][N][N],N,4,xx1x
cubs,Z,,F,N,N,F,cubs[N][N],N,1,1
cuckold,M,,S,N,N,S,cuckold[N],N,2,1x
cuckold,Z,,S,N,N,S,cuckold[N][V],V,2,1x
cuckoldry,C,,SA,N,Nx,SA,cuckold[N]+ry[N|N.][N],N,3,1xx
cuckoo,M,,S,N,N,S,cuckoo[N],N,2,1x
cuckoo,Z,,S,N,N,S,cuckoo[N][A],A,2,1x
cuckoo-clock,C,,SS,N,NN,SS,cuckoo[N]+clock[N][N],N,3,1xx
Cuckoo-spit,C,,SS,N,NV,SS,cuckoo[N]+spit[V][N][N],N,3,1xx
cucumber,R,,,,,,,N,3,1xx
cud,M,,S,N,N,S,cud[N],N,1,1
cuddle,Z,,S,N,V,S,cuddle[V][N],N,2,1x
cuddle,M,,S,N,V,S,cuddle[V],V,2,1x
cuddlesome,C,,SA,N,Vx,SA,cuddle[V][N]+some[A|N.][A],A,3,1xx
cuddle up,C,,SS,N,VB,SS,cuddle[V]+up[B][V],V,3,xx1
cuddly,C,,SA,N,Vx,SA,cuddle[V][N]+y[A|N.][A],A,2,1x
cudgel,M,,S,N,N,S,cudgel[N],N,2,1x
cudgel,Z,,S,N,N,S,cudgel[N][V],V,2,1x
cue,M,,S,N,N,S,cue[N],N,1,1
cue in,C,,SS,N,NP,SS,cue[N]+in[P][B][V],V,2,x1
cuff,Z,,S,N,V,S,cuff[V][N],N,1,1
cuff,M,,S,N,V,S,cuff[V],V,1,1
cuff,M,,S,N,N,S,cuff[N],N,1,1
cuff link,C,,SS,N,NN,SS,cuff[N]+link[N][N],N,2,1x
cuffs,C,,S,C,NN,SF,hand[N]+cuffs[N][N][N],N,1,1
cuirass,M,,S,N,N,S,cuirass[N],N,2,x1
cuirassier,C,,SA,N,Nx,SA,cuirass[N]+ier[N|N.][N],N,3,xx1
cuisine,M,F,S,N,N,S,cuisine[N],N,2,x1
cul-de-sac,U,,,,,,,N,3,1xx
culinary,O,,,,,,,A,4,1xxx
cull,Z,,S,N,V,S,cull[V][N],N,1,1
cull,M,,S,N,V,S,cull[V],V,1,1
cullender,R,,,,,,,N,3,1xx
culminate in,O,,,,,,,V,4,1xxx
culmination,C,,SA,N,Vx,SA,culminate in[V]+ion[N|V.][N],N,4,xx1x
culotte,U,,,,,,,N,2,x1
culottes,C,,SA,N,Nx,SA,culotte[N]+s[N|N.][N],N,2,x1
culpability,C,,SA,N,Ax,SA,culpable[A]+ity[N|A.][N],N,5,xx1xx
culpable,O,,,,,,,A,3,1xx
culpably,C,,SA,N,Ax,SA,culpable[A]+ly[B|A.][B],ADV,3,1xx
culprit,M,,S,N,N,S,culprit[N],N,2,1x
cult,M,,S,N,N,S,cult[N],N,1,1
cultivable,C,,SA,N,Vx,SA,cultivate[V]+able[A|V.][A],A,4,1xxx
cultivate,O,,,,,,,V,3,1xx
cultivated,Z,,F,N,V,F,cultivated[V][A],A,4,1xxx
cultivation,C,,SA,N,Vx,SA,cultivate[V]+ion[N|V.][N],N,4,xx1x
cultivator,C,,SA,N,Vx,SA,cultivate[V]+or[N|V.][N],N,4,1xxx
cultural,C,,SA,N,Nx,SA,culture[N]+al[A|N.][A],A,3,1xx
culturally,C,,SA,N,Nxx,SAA,culture[N]+al[A|N.][A]+ly[B|A.][B],ADV,4,1xxx
culture,R,,,,,,,N,2,1x
cultured,C,,SA,N,Nx,SA,culture[N]+ed[A|N.][A],A,2,1x
culvert,M,,S,N,N,S,culvert[N],N,2,1x
cumber,M,,S,N,V,S,cumber[V],V,2,1x
cumbersome,C,,SA,N,Vx,SA,cumber[V]+some[A|V.][A],A,3,1xx
cumbrous,C,,SA,N,Vx,SA,cumber[V]+ous[A|V.][A],A,2,1x
cumin,M,,S,N,N,S,cumin[N],N,2,1x
cummerbund,R,,,,,,,N,3,1xx
cumulation,O,,,,,,,N,4,xx1x
cumulative,C,,SA,N,Nx,SA,cumulation[N]+ive[A|N.][A],A,4,1xxx
cumulatively,C,,SA,N,Nxx,SAA,cumulation[N]+ive[A|N.][A]+ly[B|A.][B],ADV,5,1xxxx
cumulonimbus,C,,SAS,N,NxN,SAS,cumulus[N]+o[N|N.N]+nimbus[N][N],N,5,xxx1x
cumulus,M,,S,N,N,S,cumulus[N],N,3,1xx
cuneiform,R,,,,,,,A,4,1xxx
cuneiform,Z,,S,N,A,S,cuneiform[A][N],N,4,1xxx
cunnilinctus,M,,S,N,N,S,cunnilinctus[N],N,4,xx1x
cunnilingus,M,,S,N,N,S,cunnilingus[N],N,4,xx1x
cunning,Z,,S,N,A,S,cunning[A][N],N,2,1x
cunning,O,,,,,,,A,2,1x
cunningly,C,,SA,N,Ax,SA,cunning[A]+ly[B|A.][B],ADV,3,1xx
cunt,M,,S,N,N,S,cunt[N],N,1,1
cup,M,,S,N,N,S,cup[N],N,1,1
cup,Z,,S,N,N,S,cup[N][V],V,1,1
cupbearer,C,,SS,N,NVx,SSA,cup[N]+bear[V]+er[N|V.][N][N],N,3,1xx
cupboard,C,,SS,N,NN,SS,cup[N]+board[N][N],N,2,1x
cupboard-love,C,,SS,N,NNV,SSS,cup[N]+board[N][N]+love[V][N][N],N,3,1xx
cupcake,C,,SS,N,NN,SS,cup[N]+cake[N][N],N,2,1x
cup-final,C,,SS,N,NA,SS,cup[N]+final[A][N][N],N,3,1xx
cupful,C,,SA,N,Nx,SA,cup[N]+ful[N|N.][N],N,2,1x
cupid,M,,S,N,N,S,cupid[N],N,2,1x
cupidity,O,,,,,,,N,4,x1xx
cupola,M,,S,N,N,S,cupola[N],N,3,1xx
cuppa,C,B,SS,N,NP,SS,cup[N]+of[P][N],N,2,1x
cupping,Z,,F,N,V,F,cupping[V][N],N,2,1x
cupric,O,,,,,,,A,2,1x
cupro-nickel,C,,SS,N,AN,SS,cupric[A]+nickel[N][N],N,4,xx1x
cup-tie,C,,SS,N,NV,SS,cup[N]+tie[V][N][N],N,2,1x
cur,M,,S,N,N,S,cur[N],N,1,1
curability,C,,SA,N,Vxx,SAA,cure[V]+able[A|V.][A]+ity[N|A.][N],N,5,xx1xx
curable,C,,SA,N,Vx,SA,cure[V]+able[A|V.][A],A,3,1xx
curably,C,,SA,N,Vxx,SAA,cure[V]+able[A|V.][A]+ly[B|A.][B],ADV,3,1xx
curacao,M,,S,N,N,S,curacao[N],N,3,xx1
curacoa,M,,S,N,N,S,curacoa[N],N,4,xx1x
curacy,C,,SA,N,Nx,SA,curate[N]+cy[N|N.][N],N,3,1xx
curate,O,,,,,,,N,2,1x
curative,C,,SA,N,Vx,SA,cure[V]+ative[A|V.][A],A,3,1xx
curative,Z,,S,N,Vx,SA,cure[V]+ative[A|V.][A][N],N,3,1xx
curator,O,,,,,,,N,3,x1x
curatorship,C,,SA,N,Nx,SA,curator[N]+ship[N|N.][N],N,4,x1xx
curb,M,,S,N,N,S,curb[N],N,1,1
curb,Z,,S,N,N,S,curb[N][V],V,1,1
curd,M,,S,N,N,S,curd[N],N,1,1
curdle,M,,S,N,V,S,curdle[V],V,2,1x
cure,Z,,S,N,V,S,cure[V][N],N,1,1
cure,M,,S,N,V,S,cure[V],V,1,1
cure,M,F,S,N,N,S,cure[N],N,2,1x
cure-all,C,,SS,N,VO,SS,cure[V]+all[O][N],N,2,1x
curettage,C,,SA,N,Nx,SA,curette[N][V]+age[N|V.][N],N,3,x1x
curette,Z,,S,N,N,S,curette[N][V],V,2,x1
curette,M,,S,N,N,S,curette[N],N,2,x1
curfew,M,,S,N,N,S,curfew[N],N,2,1x
curia,R,,,,,,,N,2,1x
curio,M,,S,N,N,S,curio[N],N,3,1xx
curiosity,C,,SA,N,Ax,SA,curious[A]+ity[N|A.][N],N,5,xx1xx
curious,O,,,,,,,A,2,1x
curiously,C,,SA,N,Ax,SA,curious[A]+ly[B|A.][B],ADV,3,1xx
curl,Z,,S,N,V,S,curl[V][N],N,1,1
curl,M,,S,N,V,S,curl[V],V,1,1
curler,C,,SA,N,Vx,SA,curl[V]+er[N|V.][N],N,2,1x
curlew,M,,S,N,N,S,curlew[N],N,2,1x
curlicue,C,,SS,N,VxN,SAS,curl[V][N]+y[A|N.][A]+cue[N][N],N,3,1xx
curliness,C,,SA,N,Vxx,SAA,curl[V][N]+y[A|N.][A]+ness[N|A.][N],N,3,1xx
curling,Z,,F,N,V,F,curling[V][N],N,2,1x
curling iron,C,,FS,N,VN,FS,curling[V]+iron[N][N],N,4,1xxx
curling-pins,C,,FF,N,VN,FF,curling[V]+pins[N][N],N,3,1xx
curling stone,C,,SS,N,VN,FS,curling[V][N]+stone[N][N],N,3,1xx
curling-tongs,C,,FS,N,VN,FS,curling[V]+tongs[N][N],N,3,1xx
curl up,C,,SS,N,VB,SS,curl[V]+up[B][V],V,2,x1
curly,C,,SA,N,Vx,SA,curl[V][N]+y[A|N.][A],A,2,1x
curmudgeon,M,,S,N,N,S,curmudgeon[N],N,3,x1x
currant,R,,,,,,,N,2,1x
currency,C,,SA,N,Ax,SA,current[A]+ency[N|A.][N],N,3,1xx
current,Z,,S,N,A,S,current[A][N],N,2,1x
current,O,,,,,,,A,2,1x
current account,C,,SS,N,AV,SS,current[A]+account[V][N][N],N,4,1xxx
current assets,C,,SF,N,AN,SF,current[A]+assets[N][N],N,4,xx1x
currently,C,,SA,N,Ax,SA,current[A]+ly[B|A.][B],ADV,3,1xx
curriculum,R,,,,,,,N,4,x1xx
curriculum vitae,U,,,,,,,N,6,xxxx1x
currish,C,,SA,N,Nx,SA,cur[N]+ish[A|N.][A],A,2,1x
currishly,C,,SA,N,Nxx,SAA,cur[N]+ish[A|N.][A]+ly[B|A.][B],ADV,3,1xx
curry,M,,S,N,N,S,curry[N],N,2,1x
curry,Z,,S,N,N,S,curry[N][V],V,2,1x
curry,M,,S,N,V,S,curry[V],V,2,1x
curry-powder,C,,SS,N,NN,SS,curry[N]+powder[N][N],N,4,1xxx
curse,Z,,S,N,V,S,curse[V][N],N,1,1
curse,M,,S,N,V,S,curse[V],V,1,1
cursed,Z,,F,N,V,F,cursed[V][A],A,2,1x
cursedly,C,,SA,N,Vx,FA,cursed[V][A]+ly[B|A.][B],ADV,3,1xx
cursive,O,,,,,,,A,2,1x
cursively,C,,SA,N,Ax,SA,cursive[A]+ly[B|A.][B],ADV,3,1xx
cursorily,C,,SA,N,Ax,SA,cursory[A]+ly[B|A.][B],ADV,4,1xxx
cursory,O,,,,,,,A,3,1xx
curst,C,,SA,N,Vx,SA,curse[V]+t[A|V.][A],A,1,1
curt,M,,S,N,A,S,curt[A],A,1,1
curtail,R,,,,,,,V,2,x1
curtailment,C,,SA,N,Vx,SA,curtail[V]+ment[N|V.][N],N,3,x1x
curtain,M,,S,N,N,S,curtain[N],N,2,1x
curtain,Z,,S,N,N,S,curtain[N][V],V,2,1x
curtain-call,C,,SS,N,NV,SS,curtain[N]+call[V][N][N],N,3,1xx
curtain-lecture,C,,SS,N,NN,SS,curtain[N]+lecture[N][N],N,4,1xxx
curtain off,C,,SS,N,NB,SS,curtain[N][V]+off[B][V],V,3,xx1
curtain-raiser,C,,SSA,N,NVx,SSA,curtain[N]+raise[V]+er[N|NV.][N],N,4,1xxx
curtains,Z,,F,N,N,F,curtains[N][N],N,2,1x
curtly,C,,SA,N,Ax,SA,curt[A]+ly[B|A.][B],ADV,2,1x
curtness,C,,SA,N,Ax,SA,curt[A]+ness[N|A.][N],N,2,1x
curtsy,Z,,S,N,V,S,curtsy[V][N],N,2,1x
curtsy,R,,,,,,,V,2,1x
curvaceous,C,,SA,N,Vx,SA,curve[V][N]+eous[A|N.][A],A,3,x1x
curvaceously,C,,SA,N,Vxx,SAA,curve[V][N]+eous[A|N.][A]+ly[B|A.][B],ADV,4,x1xx
curvature,C,,SA,N,Vx,SA,curve[V]+ure[N|V.][N],N,3,1xx
curve,Z,,S,N,V,S,curve[V][N],N,1,1
curve,M,,S,N,V,S,curve[V],V,1,1
